review,rate
"Saya sangat senang dan berterima kasih untuk semua jenis layanan dan membantu dari aplikasi ini dan semua layanan dalam aplikasi ini seperti Gosend, Gofood, Gobike, Gocar .. Ini sangat membantu pekerjaan saya dan membuat hidup mudah .. 🙏😇💕",positive
Semua drive dilakukan dengan baik dapat datang tepat waktu di lokasi.,positive
"Dukungan pelanggan buruk. Tagih kartu kredit Anda tanpa sopir yang muncul, hantu pengemudi, tidak ada balasan dari dukungan pelanggan setelah jam kerja. Aplikasi jelek.",negative
"Kupon alfamart voucher saya tidak berlaku selama pembayaran untuk 12 kali .. saya sengaja memilih menggunakan sekarang, tetapi saya harus menerima cashback saya bahkan saya belum mencapai cashback maksimum saya ..",negative
"Tidak dapat melakukan pemesanan, gps tidak dapat mendeteksi lokasi saya",negative
Tampaknya tidak ramah pengguna tidak dapat mengubah perjalanan ke mobil,negative
Aplikasi bagus dan sangat mudah digunakan,positive
"Jika Anda gojek tidak meningkatkan aplikasi dan ongkos Anda, Anda akan kehilangan sopir .. Penjemputan jarak jauh hanya untuk beberapa dolar .. ini benar-benar gagal",negative
Sangat suka aplikasi ini .. Ini memiliki begitu banyak voucher 💖💖💖,positive
Saya suka aplikasi ini menyebabkan template atau ui sangat sederhana dan pada awalnya kami punya tutorial dan itu sebabnya kami perlu mengunduh gojek,positive
"Dapatkan peta Anda diperbarui, harap drivernya yang menyebalkan selalu menuju ke alamat yang salah.",negative
tepat waktu ketika mengambil penumpang,positive
Sangat sopan dan menyenangkan,positive
Aplikaso titit kesalahan terus gojek tidak direkomendasikan jangan instal gojek. Copot pemasangan,negative
Aplikasi saya mogok.,positive
"Jauh lebih murah daripada ambil, layanannya juga luar biasa",positive
Terlalu banyak notifikasi pada jam-jam tak terduga daripada yang mungkin diperlukan.,negative
Tidak ada menu yang jelas untuk membatalkan pesanan. Pesanan terakhir belum dieksekusi tetapi dilaporkan lengkap (museum listrik tmii akan keluar dari gerbang tmii),negative
Gojek adalah yang terbaik! Driver hebat dengan layanan luar biasa. Tarif masuk akal dan sebagian besar waktu tarif ini sangat kompetitif daripada yang lainnya.,positive
"Aplikasi yang bermanfaat, sederhana dan mudah digunakan, pekerjaan hebat",positive
Layanan pemesanan fantastis. Mencoba 2 perjalanan dan driver responsif dan pelayanan yang baik,positive
Aplikasi layanan cerdas dan cepat tetapi harganya tidak terkini,positive
Sangat membantu .. CS bagus dan cepat merespon ketika saya mendapat masalah,positive
Aplikasi ini membuat orang bisa ke mana-mana lebih mudah & sangat mudah,positive
"Opsional saat macet, solusi bagus saat Anda lapar dan banyak lagi",positive
Aplikasi yang bagus untuk orang yang suka mobilitas dan yang sering punya jadwal waktu,positive
"aplikasi tidak dapat diandalkan. Kedua kalinya saya mencoba aplikasi ini, keduanya membutuhkan waktu 30 menit untuk menunggu sopir mengambilnya. Ya ... hapus instalan",negative
sederhana dan sangat membantu,positive
"Responsnya lambat, tidak bagus untuk diskon makanan.",negative
mengapa saya tidak bisa menggunakan voucher saya lagi? itu masih jatuh tempo dalam satu hari,negative
Pengambilan cepat & drop off dengan aman ke tempat tepat yang kami (pelanggan) inginkan.,positive
"Sangat buruk ... Selalu sistem hang, lokasi tidak tepat .. Bahkan tidak sebanding dengan peringkat 1 bintang saya!",negative
Terus-menerus menduduki puncak bagan aplikasi saya sebagai penguras baterai !!!,negative
"App's buggy😧, Tidak ada lagi hadiah untuk pelanggan aktif. Go-point adalah lelucon.",negative
Saya kehilangan gopay saya pergi 23 Oktober tetapi saya tidak menggunakannya sama sekali,positive
Tolong perbaiki aplikasi go-food Anda mengenai batas jarak thx,negative
Saya tidak dapat memesan goride karena kesalahan metode pembayaran. Bisakah Anda memperbaikinya?,negative
Tidak dapat memesan di muka. Mengecewakan.,negative
Layanan sangat tepat waktu,positive
"kesel banget gabisa mesen gofood, otomatis menghapus memperbaiki ke Grab",negative
"jika Anda memiliki masalah dengan aplikasi Anda, tenang saja, minum es teh dan hubungi layanan pelanggan gojek. Maka masalah Anda akan solv .. btw, saya mengedit ulasan saya setelah masalah diselesaikan",positive
Gojek tidak pernah lebih murah dari pada ambil. Buang-buang waktu.,negative
Tidak ada opsi untuk menonaktifkan pembayaran nanti. Aku benci membayar nanti,negative
"Desain UI yang dibuat dengan baik, nyaman, layanan lotta tersedia .. dilakukan dengan baik ..",positive
"Untuk beberapa kali, aplikasi salah!",negative
"Seharusnya ada dua pemberitahuan terpisah, satu ketika makanan Anda telah dipesan dan satu lagi ketika mereka meninggalkan restoran. Selain itu, pengemudi harus membatalkan sendiri daripada selalu meminta pelanggan untuk melakukannya.",positive
"Aplikasi Hebat, berguna untuk semua orang",positive
"Pengalaman saya fantastis. Mobil-mobilnya nyaman, tetapi yang lebih penting adalah bahwa pengemudi pada umumnya sangat sopan dan membantu.",positive
"Pengalaman yang mengerikan. Sepanjang waktu mencoba menggunakan aplikasi, meskipun aplikasi mengatakan satu harga pesan Driver Anda secara pribadi mengatakan harga konyol dan menghina Anda jika Anda bertanya mengapa mengatakan membatalkan maka dll. Akan memberikan bintang jika Anda bisa. Waspadalah! Go Jek adalah yang terburuk",negative
Kesalahan: tidak dapat memperbarui nomor telepon. Tolong bantu,positive
Layanan di bandara jakarta sangat lambat dan buruk,negative
"hemat waktu saya, promo menarik, driver bagus & sopan, dan banyak lagi ....... terima kasih",positive
"aplikasi terbaik di antara pesaing, telah menggunakannya lebih dari 3 tahun",positive
sangat membantu untuk mendapatkan makanan ketika saya lapar dalam situasi yang sibuk atau malas untuk keluar,positive
"aplikasi ini tidak dapat menghitung banyak. Saya pergi ke tempat X, sekitar 1,2 km menjadi 9.000, tetapi saya tidak pergi hanya melihat. Kemudian, saya mengubah tujuan menjadi Y, sekitar 2,1 km ITN menjadi 9.000. ini gila. perhitungan gila ini. harap bug ini dapat diatasi",negative
"Layanan pelanggan yang terburuk, tidak benar-benar memberikan jawaban dan bantuan.",negative
Gojek terakhir kali promo begitu lama. Sekarang ini mahal,negative
"Aplikasi bagus, tapi terlalu mahal di admin pembayaran 25K 😱😱😱😱😱",positive
sangat berguna guys..cintai aplikasi ini..,positive
Mengapa Anda harus membuatnya sulit untuk menemukan poin tge go. Sebenarnya saya menggunakan 15 menit hanya untuk menemukan poin. Dan sampai sekarang saya masih tidak dapat menemukan jumlah go point saya -_-,negative
"Wow, di mana sih fitur perpesanan, Fitur gojek yang paling penting adalah fitur pesan yang hilang",negative
"Aplikasi luar biasa, layanan hebat, server cepat. Saya suka apk ini.",positive
"Aplikasi bagus, digunakan dan bermanfaat",positive
"Akun saya diblokir. Untuk kedua kalinya karena saya memesan, kirim kirim. Lucu..",negative
Pilihan menu Gopay tidak ada ... tidak dapat membayar dengan Gopay,negative
Mudah digunakan dan banyak promo,positive
Aplikasi hebat. Sangat berguna! Layanannya luar biasa!,positive
Waspadalah terhadap biaya gila aplikasi ini bahkan di luar jam sibuk. $ 52 + untuk 17km ... Tidak mungkin di Singapura ?? 😠,negative
"Apakah Anda benar-benar meletakkan aplikasi obrolan? Bagaimana dengan privasi kita? Kalau udh naik aplikasi, makanan dan gaya hidup udah itu aja. Silakan hapus ruang obrolan, ini menyangkut privasi ppl dan agak menjengkelkan",negative
"Sederhana, mudah, menyenangkan",positive
"mudah digunakan, akurat, dan efisien.",positive
Mudah dikendarai setiap waktu dan di mana saja,positive
Bagaimana cara menonaktifkan notif promo? Saya ingin menonaktifkan notif semacam ini saja.,negative
mengunggah dokumen untuk memverifikasi peningkatan waktu lama 😡,negative
Tidak ada opsi untuk melihat riwayat perjalanan dan faktur,negative
"Akun saya tidak mendapat voucher, sementara semua teman saya mendapat voucher.",negative
"Informasi, UI, dan sistem buruk",negative
tidak ramah pengguna. tangkap alamat yang salah !!!,negative
"Sangat berkembang dengan baik. Namun, harus meminta massa sebelum Anda mengubah antarmuka itu, tho. (Hei itu berirama)",positive
keluhan saya telah diselesaikan. Terima kasih untuk aplikasi ini. Luar biasa!,positive
Panduan saya tingkat selanjutnya. Betulkah. Ini sangat membantu.,positive
"Setiap minggu masalah pengalaman buruk yang sama. Sepertinya GOJEK Singapura tidak tertarik untuk memperbaiki masalah ini. Saya tidak akan terkejut jika Grab mengambil alih mereka di Indonesia. Dengan begitu banyak ulasan buruk, sangat aneh bahwa CEO dapat bergabung dengan kabinet Indonesia.",negative
Serius punya pengalaman yang tidak menyenangkan dengan aplikasi ini.,negative
Sangat membantu saya suka pergi makanan,positive
Aplikasi yang sangat berguna untuk kehidupan sehari-hari,positive
Ini sangat membantu saya. Sederhana namun mudah digunakan.,positive
update jadi banyak masalah .. server sibuk .. top up susah .. ga banyak pilihan .. soooo baaad,negative
Aplikasi hebat. Harap lebih melindungi akun pelanggan,positive
Perbaikan yang bagus dan alat yang hebat untuk penggunaan sehari-hari,positive
"Tidak dapat membuka Aplikasi, mengerikan",negative
"Tidak bisa memesan makanan jadi, selalu bumbui waktu dan harus menunggu 30-an, dan kemudian ulangi.",negative
Transportasi bepergian yang luar biasa,positive
Dilarang membuat permintaan ini terus. Aplikasi gak jelas,negative
tidak dapat memasukkan alamat yang diperlukan untuk pengiriman. harus lebih fleksibel dan dapat diterapkan untuk bagian ini.,negative
pembaruan terbaru sangat buruk.,negative
Sangat mudah digunakan dan layanannya bagus.,positive
Sucks bahkan tidak dapat mengatur lokasi drop off,negative
"Terima kasih, aplikasi ini Luar Biasa!",positive
Aplikasi bagus asalkan murah,positive
Ini tidak ada hubungannya dengan aplikasi. Tetapi layanan pelanggan Anda sangat buruk. Mereka merespons dengan sangat lambat.,negative
Tidak dapat mendaftarkan nomor telepon Australia. Tidak yakin bagaimana Gojek berencana untuk mendapatkan bisnis dari wisatawan? Grab memungkinkannya dan mereka mendapatkan bisnis saya. Gojek hilang. Sedih untuk Gojek,negative
aplikasi hebat untuk pemesanan taksi online dan pembayaran tanpa uang tunai,positive
bermanfaat dan mudah,positive
"aplikasi keren, yang berguna & sangat efektif untuk semua kebutuhan!",positive
"Tidak pernah benar-benar menggunakan goride, gunakan makanan pergi sebagian besar kali tetapi voucher yang saya dapatkan dari gojek sebagian besar naik hanya 😒😒 tidak benar-benar berguna bagi saya ..",negative
Sangat membantu untuk aktivitas sehari-hari! Suka!,positive
Aplikasi ini selalu memberi saya driver sejauh ini dari saya. BCS mereka menggunakan radius bukan km untuk menemukan kami driver.,negative
Saya tidak dapat mengubah tujuan dan mengobrol dengan pengemudi,negative
Gopoint hilang dari aplikasi gojek saya .. Gomart pergi dari daerah saya .. Goride & voucher gocar hilang dan tidak pernah ada lagi ..,negative
"Beberapa pedagang makanan mengubah harga makanan yang sama sekali berbeda dalam sistem, sangat kecewa!",negative
"membantu tapi kadang-kadang tarif berubah karena lokasi peta lebih jauh dari lokasi asli, tolong perbaiki",positive
Murah yang paling penting tetapi saya harus menggali koin saya untuk memberikan driver jumlah yang tepat.,positive
Saya tidak bisa masuk karena pasukan logout pagi ini. Disebut call center dia tidak memecahkan masalah saya tetapi dia juga kasar.,negative
Pengalaman buruk. Akun diblokir setelah pesanan dibatalkan oleh pengemudi. Menghubungi layanan pelanggan tidak membantu menyelesaikan masalah.,negative
"Aplikasi yang sangat bagus, membantu banyak orang",positive
"Aplikasinya sangat membantu, ini memberikan solusi",positive
Aplikasi yang sangat membantu!,positive
Server selalu sibuk ketika memesan makanan dengan gofood,negative
"Layanan sangat baik..harga, layanan, orang / driver. GoodJob",positive
"Ini adalah aplikasi hebat, sangat membantu untuk penggunaan sehari-hari.",positive
Mendapat nomor indo dan aplikasi ini tidak kekurangan penyelamat :) Aplikasi yang sangat bagus untuk dimiliki;),positive
"Sangat tidak ramah pengguna, terus memperbarui hal-hal yang tidak berguna. Tolong minta staf Anda bekerja dan berpikir lebih keras",negative
"Untuk memasuki Jakarta sulit untuk mendapatkan mobil yang tepat. Jika hari itu aneh tetapi mobil tidak aneh, saya harus membatalkan dan menemukan mobil lain. Buang-buang waktu.",negative
"Promo, bayar 35.000 dapatkan sekitar 20 @ 15.000 -> tiba-tiba sisa voucher hilang repirt ke layanan pelanggan tetapi tidak merespon dengan baik. Keluhan komplain saya sebelum masalah saya / klarifikasi yang jelas dihapus",negative
"Aplikasi perjalanan terbaik untuk orang, makanan, barang-barang dengan gopay-nya",positive
Voucher gagal dimuat. Memperbaikinya!,negative
Aplikasi hampir tidak kesalahan. Itu yang terburuk.,negative
"Gojek sangat tidak bisa diandalkan dalam memanggil mobil. Pada beberapa kesempatan ketika saya memesan, driver tidak tiba sama sekali / mereka membatalkan setengah dari saya.",negative
Aplikasi ini bagus. Khusus untuk penarikan. Gojek terima kasih.,positive
"Benar-benar mengerikan, tidak sekali tetapi 5 kali pesanan saya harus dibatalkan, tanpa alasan. Saya tidak akan pernah menggunakan aplikasi ini lagi sangat kecewa. Bukan aplikasi termudah untuk digunakan",negative
Sangat membantu dan mudah digunakan.,positive
Layanan sangat baik dalam banyak hal.,positive
Bahkan tidak dapat mendaftar,negative
"Ini aplikasi yang bagus dengan banyak promo, tapi mengapa? Saya tidak mendapatkan promo gofood? Dan misi juga?",positive
aplikasi hebat .. sangat membantu dan mudah digunakan,positive
tidak pernah memberi tahu jika akan ada perawatan.,negative
Saya menggunakannya untuk go food dan server selalu sibuk sejak pembaruan terbaru. saya memberikan 1 bintang untuk saat ini,negative
Masalah utama saya adalah helm yang begitu berat dan membuat saya pusing,positive
SuperApp gila di sini! telah menggunakan aplikasi ini selama 3 tahun dan aplikasi ini banyak membantu saya! terima kasih GoJek,positive
"sejak pembaruan terakhir, Gofood tidak dapat digunakan ""server OMG sibuk"" sepanjang waktu",negative
"Aplikasi ini sederhana, bermanfaat, & sangat membantu. Bravo Gojek ..",positive
Silakan tambahkan opsi untuk menonaktifkan pemberitahuan push promosi Anda.,negative
Ini membantu saya untuk pergi bekerja setiap hari ... dan juga merespons dengan cepat 👍👍,positive
"aplikasi lambat, lebih dari harga, terburuk",negative
Murah dan terbaik selamanya,positive
Sangat membantu dan bermanfaat,positive
UI baru yang bagus dan sangat mudah dan jelas untuk digunakan,positive
"Tidak selalu butuh radiasi gamma untuk menjadi super. Tapi butuh beberapa ilmuwan yang cerdik untuk membuat setelan super — maksudku, Aplikasi Super. (Hai, btw.)",positive
Sangat sulit untuk masuk dan ketika saya menelepon untuk bantuan mereka sangat kasar dan tidak membantu,negative
Selalu macet saat saya buka setelah pembaruan,negative
"Sangat membantu, dan mudah digunakan",positive
Layanan bermanfaat dan aplikasi mudah digunakan,positive
"Paylaternya ngilang !!! Harap perbaiki, min",negative
Suka aplikasi ini !!! User friendly dan dapat diandalkan !!!,positive
"Berguna di sore hari, tidak berguna di malam hari ... saya tidak bisa memesan untuk gocar / gojek, lalu untuk apa aplikasi ini digunakan?",negative
Hidup aplikasi yang membantu sebagai ekspatriat di Indonesia,positive
Aplikasi terbaik untuk memesan makanan di antah berantah. 😁,positive
mudah digunakan dan cepat tanggap.,positive
"maaf untuk mengatakan ini, keamanan Gojek belum 100% hemat, uang saya tiba-tiba kehilangan Rp.15000, dan saya bahkan mendapat Penarikan palsu, untuk transportasi itu aman dan bagus, tetapi masalahnya adalah uang, tolong hentikan masalah ini, terima kasih",negative
