,0
344,"*sahih muslim 30,31,32,33*
Perintah untuk memerangi manusia hingga manusia mengucapkan 'tidak ada tuhan yang berhak disembah selain Allah dan Muhammad,
و حَدَّثَنَا أَبُو الطَّاهِرِ وَحَرْمَلَةُ بْنُ يَحْيَى وَأَحْمَدُ بْنُ عِيسَى قَالَ أَحْمَدُ حَدَّثَنَا و قَالَ الْآخَرَانِ أَخْبَرَنَا ابْنُ وَهْبٍ قَالَ أَخْبَرَنِي يُونُسُ عَنْ ابْنِ شِهَابٍ قَالَ حَدَّثَنِي سَعِيدُ بْنُ الْمُسَيَّبِ أَنَّ أَبَا هُرَيْرَةَ أَخْبَرَهُ أَنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ أُمِرْتُ أَنْ أُقَاتِلَ النَّاسَ حَتَّى يَقُولُوا لَا إِلَهَ إِلَّا اللَّهُ فَمَنْ قَالَ لَا إِلَهَ إِلَّا اللَّهُ عَصَمَ مِنِّي مَالَهُ وَنَفْسَهُ إِلَّا بِحَقِّهِ وَحِسَابُهُ عَلَى اللَّهِ

Dan telah menceritakan kepadaku Abu ath-Thahir dan Harmalah bin Yahya serta Ahmad bin Isa, Ahmad berkata,........ 

bahwa Rasulullah shallallahu 'alaihi wasallam bersabda: ""Aku diperintahkan untuk memerangi manusia hingga mereka mengucapkan, 'Tidak ada tuhan (yang berhak disembah) melainkan Allah', maka barangsiapa yang mengucapkan, 'Tidak ada tuhan (yang berhak disembah) melainkan Allah', maka sungguh dia telah menjaga harta dan jiwanya dari (seranganku) kecuali dengan hak Islam, dan hisabnya diserahkan kepada Allah."""
345,Dua orang bodoh sedang ngobrol
346,"Hati"" konten menyesatkan.. bukankah yg menciptakan perang itu agama kristen.. Amerika Kirsten bukan???"
347,masih lebih mulia ajaran agama suku dari agama import
348,kontek nya arab.....sebelum masehi sampai jmn Yesus abad 1 di Yerusalem sdh sangat maju....
349,"Coba di cek di gogle. Al kitab ayat "" perang ."
350,"1. Ayat perang dlm Alkitab Perkanjian Lama adl narasi sejarah, bukan ajaran yg didogmakan.

2. Ayat perang dalam Alkitab Perjanjian Baru TIDAK ADA ! Apalagi sampai dijadikan dogma.

3. Iman Kristen didasarkan pd Perjanjian Baru.

Klu gak percaya ya jangan takie. Lebih baik baca PB di hpmu. Gampang."
351,Di gogle. Al kitab lebih kejam..
352,"KITAB SUCI ALQURAN ASLINYA ADALAH WAHYU YANG DIAKUI MUHAMMAD DISAMPAIKAN JIBRIL,.. BAGAIMANA ADA KATA2 ALLAH  SEPERTI PERANGI,. ITUKAN KEBENCIAN. KAFIR, PERBUDAKAN, DLL YG ANEH2 AJA ALLAH MEMBUAT CIPTAANNYA BERPERANG ❤❤❤ SALAM DAMAI"
353,Pewawancaranya tendensius sekali. Padahal Kumaila menjelaskan dengan perspektif kontekatual. Perang antar tribes itu adalah norma.
354,Sala satunya adalah alquran ngak benar karena ada hadisnya masalahnya disitu...hehherhehhehehe
355,semangat demi kebenaran
356,"Hahaahh katanya Alquran itu turun langsung dari Tuhan kok bisa ketinggalan jaman ya?? atau yang berbicara itu yang kurang paham tentang sejarah dan Alquran...kalau Alquran itu berubah-ubah berarti Alquran bukan asli lagi, bukan dari Tuhan tapi dari para ulama...."
357,Paktanya islam idonesia di jajah  keristen belanda
358,Fakta nya perang  asumsi kamu sendiri.nabi Muhammad Saw itu bukan berperang tapi membela diri dari pihak  orang orang jahat zolim penjajah .amin
359,"semoga Allah melaknat Armando,"
360,"Ade Armando menyuarakan kebenaran sesuai hati nuraninya, salut deh."
361,Setuju
362,"Tuhan Yesus tidak hanya ajarkan kasihi sesamamu manusia seperti  dirimu sendiri melainkan kasihi musuhmu,inilah ajaran menantang kedagingan kita manusia,
Inilah ajaran kasih ,

Klo ajaran perang mengkafirkan org lain psti larinya ke telolis😅😅"
363,"Luar biasa bosku tapitak bisa memurtadkan orang ygberakal sehat ,manusia standar ganda pasti seneng nih😂"
364,Saya DIG DAG DIG DUG nonton ini. Saya Kristen tentu heran mereka ini kok Open minded betul. Bang Ade bisa dapat NOBLE.
365,"Doktrin mereka adalah andainya Iran menang perang dgn Israel maka betul lah Islam itu, tetapi kalau Israel menang maka tak benar lah Islam itu"
366,"Bahaya sekali kalo yg bukan ahli nya berbicara tentang sesuatu, bisa menggiring opini yg salah akan sesuatu tersebut, apalagi membahas ttg islam, bisa banyak yg jd salah paham, dsini saya liat pembicaraan justru penggiringan opini yg negatif ttg islam, perlu diketahui di dlam islam itu bukan hanya ada orang yg taat, orang yg lurus, tp ada jg orang sesat pemahamannya, dan ada bnyak jg orang2 munafik, di mulut mereka berkata mereka islam tp di dalam hati mereka ingin merusak islam"
367,"Sy salah dengar ga sih kalo Kumaila mengatakan kalo Musa adalah peristiwa yg ahistoris ???

Sementara peristiwa/kehidupan Musa itu tercatat baik di Alkitab maupun di Alquran ???

Hmmmmm..............................."
368,"Klu masa perang yaa mmg hrs menggunakan hukum perang ,ndak hanya Islam saja ,Kristen dlm penyebaran juga menggunakan perang"
369,karena meman bukan firman Tuhan .
370,Dan diikuti oleh pengikutinya sampai saat ini
371,Alasan konteks hmmm agama Kristen juga menyebarkan agama tetapi tidak dengan pedang beda dengan Islam dalam mewartakan agama Islam jika menolak atau melawan ajaran Muhamad menggunakan pedang atau kekerasan kekerasan .
372,Islam agama perang no
373,"Surat At-Taubah Ayat 29
قَٰتِلُوا۟ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱللَّهِ وَلَا بِٱلْيَوْمِ ٱلْءَاخِرِ وَلَا يُحَرِّمُونَ مَا حَرَّمَ ٱللَّهُ وَرَسُولُهُۥ وَلَا يَدِينُونَ دِينَ ٱلْحَقِّ مِنَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَٰبَ حَتَّىٰ يُعْطُوا۟ ٱلْجِزْيَةَ عَن يَدٍ وَهُمْ صَٰغِرُونَ

Arab-Latin: Qātilullażīna lā yu`minụna billāhi wa lā bil-yaumil-ākhiri wa lā yuḥarrimụna mā ḥarramallāhu wa rasụluhụ wa lā yadīnụna dīnal-ḥaqqi minallażīna ụtul-kitāba ḥattā yu'ṭul-jizyata 'ay yadiw wa hum ṣāgirụn

Artinya: Perangilah orang-orang yang tidak beriman kepada Allah dan tidak (pula) kepada hari kemudian, dan mereka tidak mengharamkan apa yang diharamkan oleh Allah dan Rasul-Nya dan tidak beragama dengan agama yang benar (agama Allah), (yaitu orang-orang) yang diberikan Al-Kitab kepada mereka, sampai mereka membayar jizyah dengan patuh sedang mereka dalam keadaan tunduk."
374,"🤣🤣🤣🤣🤣
Oten kaum bekatul bisa nya cuma koar2 besar mulut doang...
Sini gue tampar kalian , tentu kalian kagak membalas kan ? Dan hrs berikan bagisn yg lain untuk aq tampar lagi..
Ajaran gobl0k..👎🤣🤣🤣🤣

Kagak betani kalian buat konten kotak komen bisa buat kurim data ?
Talut kaluan ? 👎"
375,"Bang belajar ngetik dl, kalau nangis,  nangis aja dl, gak usah pura2 ketawa, tp hati lagi panas, jd ketikannya gak jelas 😅"
376,Gw coba tahan sampe akhir vidio nyimak 2 orang orang kosong lg ngobrol 😅
377,woooh
378,Wah.... Ngeriii ini....
379,"Vis Pacem Para Bellum

""jika kamu mencari cara menjaga perdamaian, maka kamu harus siap berperang"""
380,"Lhaaa... Itu yahudi lagi ngebantai manusia bjir,,, malah banyak yang bela.... Suku aborigin di bantai oleh agama islam? Suku indian di bantai oleh agama islam??"
381,"Saya pernah nonton konten Bapak ini bahwasannya Kristen dimuliakan, jadi Kristenpun harus menjadi sosok yg baik dan benar yg patut di contoh,  zaman sekarang tidak ada lagi. kebanyakan Kristen foto kopi. Jadi kita tak perlu katakan Islam agama perang,  sedangkan sesama Kristen ajapun sdh saling tak sejalan"
382,Kadrunwati dancuk laknat
383,"Indonesia mayoritas beragama Islam.
Pasukan Islam mana yang menyerang Indonesia..??
Fakta : Nasrani yang ngakunya agama kasih sayang. Tapi mengirim pasukan ke Indonesia.
3G."
384,Baalawi
385,"@narutobinnarto  
Baalawi kok pasukan perang...
🤣🤣🤣🤣🤣
Pasukan Baalawi dikalahkan dengan tes DNA.
🤣🤣🤣🤣🤣🤣🤣"
386,Kamu itu aja sebaiknya tinggalkan indonesia ini..dari sikapmu itu aja uda nampak kamu itu uda mancing perang..yg jelas aja jgn bnyk cerita jantan gitu lho ..apa gitu ajaran agama kamu.? Kl kami gk damai uda gk aman kamu disini..bro .atau kl kmu nantang..bilang aja ..KAMI SIAP
387,"Wesss mengancam ni orang, tau ga lu gara2 sikap lu yg sok berkuasa banyak provinsi bagian Timur yg mau pisah. Sedangkan indonesia bagian timur kaya akan sda buat membangun indonesia. Makanya lu ga usah ngancam org kampret"
388,Channel sunnah nabi uda ngebongkar kebukusan nabi perang ini
389,Dari cara bicara jadi keliatan bgt yg bner2 pinter sama yg sok pintar
390,Orang fanatik tidak butuh logika dan bila ada yang membuka logika agamanya maka difatwakan sebagai kafir yang wajib dimusnahkan
391,Bang Ade memang keren
392,Beda dengan Kristen yg mengajar kan kasihilah musuh mu dan berbuat baik org yg membenci kamu dan memberkati yg mengutuk kamu.
393,"Yg tdk masuk akal adalah: orang islam disuruh memerangi orang kafir, padahal Allah-nya diklaim maha kuasa? Kalo benar maha kuasa kenapa tdk diciptakan orang islam semua, kan semuanya jadinya damai, tdk ada penderitaan akibat perang?"
394,BETUUUUUUUUUUUUUUUUUUUUUUL 100%
395,"Kalau gak paham jangan bicara soal Agama, dan tafsirnya nanti akan timbul ke kacuan"
396,"Kalo ada perang karena agama, bisa dipastikan agama tsb pasti terlibat"
397,"ade nanya sama orang awam, yg modal viral doang, cb undang felix, atau koh dondy kl brani"
398,"Kristen itu Agama Cinta dan Kasih...Tapi itu Dulu saat Kristen Generasi Awal,Sebelum Kaisar Romawi Konstaninus akhirnya jd pemeluk Agama Kristen dan Mewajibkan semua Warga Negara Romawi menjadi Pemeluk Agama Kristen,disaat Agama dijadikan Agama Sebuah Negara/Kerajaan, disitu Mulai Terjadi Strukturisasi dalam Agama,Gereja jd Memiliki Kekuasaan didalam Negara/Kerajaan,makanya Pemeluk Kristen Generasi Awal berbeda dengan Pemeluk Kristen setelah Kaisar Konstantin Menjadi Pemeluk Kristen,Kristen Generasi Selanjutnya Malah Mengobarkan Perang dan Penjajahan,Coba aja Lihat Film Sejarah "" Kingdom Of Heaven "" salah satu film terbaik menurutku,bisa dilihat disana siapa yg kembali mengobarkan perang disaat Penguasa Jerusallem King Baldwin dan King Saladin/Salahudin sudah sepakat berdamai?,Kalau Kristen dimasa skrng menyerukan Damai,itu wajar,karena di Zaman skrng Perang tidak mudah Terjadi,Negara Modern sudah Paham kalau asal Berperang itu malah merugikan Negaranya sendiri,karena Modal Perang itu Banyak,Negara2 yg saat ini masih Berperang,itu karena Negara itu diusik Negara lain,kalau skrng,tidak semudah itu sebuah Negara Berperang mengatasnamakan Agama,lain hal kalau sebuah Negara itu benar2 Terusik,jd di Zaman Skrng Baik islam dan Kristen sama2 Agama Perdamaian,kalau Lihat suatu Agama jgn Lihat Penganutnya,Contoh Kasus seorang Kristen di Australia yg menembaki orang2 di Mesjid,atau Bom Bali Dulu,kita kan gak bisa Menilai Agama Kristen dan islam dari Penganutnya yg seperti itu"
399,Bravo Israel dan Amerika 👍💪👌👏🥰❤️🇮🇱🇺🇲
400,"HAHHAAHHAHAHAHA!! Terlalu jujur dlm mengungkapkan kontradiktif dan kekonyolan ajaran ini. Lantas bung Ade, orang secerdas anda apakah anda tidak merasa merendahkan nilai intelektualitas anda dengan mengikuti ajaran ini? Anda terlalu cerdas lho utk mengikuti ajaran konyol ini. Pelajari lebih dalam lagi deh Qur'an, Hadith dan Sunna anda...saya sangat menganjurkan!! Yesus juga lahir tidak dalam masa damai karena berada dalam jaman penjajahan Imperium Romawi dan Raja yg jahat Herodes. Tapi apakah ada ajarannya yg menganjurkan membunuh apalagi perang? Apalagi membunuh orang2 'kafir' yg tidak mau menerima Dia dan ajarannya? Tidak ada! Belum lagi kelakuan Muhammad memanfaatkan gelar 'nabi' (self claimed) demi mendapatkan banyak perempuan, termasuk anak kecil. Soal perbudakan, sejak kapan Islam menghilangkan perbudakan? Muhammad hingga mati pun masih punya budak hitam. Sampai sekarang perbudakan juga masih sangat marak di negara2 Islam.   Bung Ade, dan juga presenter duh kedengaran sekali anda meragukan banyak hal, terlalu hati2 tapi tidak semua penonton o'on dan tidak bisa menilai. Btw, sekarang Islam di'MODERNISASI'??? Wah sudah tidak murni dong, sudah berubah..tapi paling getol menuduh agama lain yg sudah berubah hahahha. ISLAMMMM, ISLAMMM! WITHOUT LIES, ISLAM DIES!!"
401,"Sangat jujur ,itu lah pak ade armando"
402,Terlalu berani anda ber 2 ngomong kejujuran..gk takut kena geruduk😢😢
403,Narasumbernya GOBLOK BANGET😂😂😂😂😂😂😂😂😂😂😂😂
404,Kalo manggil nara sumber..yg benar benar ilmunya mumpuni.dong...ini bisa  umat jadi abu abu..kamu bilang bab alguran tentang perang udah tidak relevan.kamu udah nolak teks Alguran..itu bahaya lo..kamu buta sejarah islam yg sebenarnya
405,"Lah. Si kumaila tk sampai kuliah belajar islam, belajar tafsir, dan hafis. Kurang ilmu apalagi? 
Lebih tinggi ilmu dondy tan mungkin?"
406,trs terang Bang Ade lbh jujur walaupun masih remang2
407,"Bagi yg ngomong negara barat menjajah, mereka menjajah berdasarkan semangat kolonialisme, tapi tidak ada satupun negara barat yg berperang berdasarkan semangat menyebarkan agama. Bisa dibandingkan generasi pertama atau murid2 yesus yang menyebarkan kekristenan, mereka menyebarkan dgn damai bahkan mereka semua mati martir demi iman terhadap Yesus. Coba bandingkan dengan muhamad dan sahabatnya, mereka menyebarkan islam dengan perang dan memaksa mereka untuk menerima islam. Jelas beda jauh..."
408,salam 3G aja deh
409,"menurut sy anda harus berani menghadapi kenyataan, benar katakan benar salah katakan salah"
410,"he is not pakar sejarah, pakar agama, bisa jadi subjektif ambil kaidah dari sebuah agama. ==> Tajuknya Logika, tapi terdapat fallacy


1. Generalisasi terlalu cepat (hasty generalization): Menyimpulkan bahwa semua umat Islam mendukung kekerasan hanya berdasarkan beberapa contoh ekstrim.

2. Kesalahan atribusi (fallacy of composition): Menyimpulkan bahwa seluruh agama Islam bersifat agresif hanya berdasarkan tindakan kelompok teroris tertentu.

3. Argumentum ad hominem: Menyerang karakter atau motif para penganut agama Islam, bukan argumennya.

4. Cherry picking: Hanya memilih data atau contoh yang mendukung anggapan bahwa Islam adalah agama perang, sambil mengabaikan fakta-fakta lain yang bertentangan.

Pada umumnya, tuduhan bahwa Islam adalah ""agama perang"" tidak didukung oleh analisis komprehensif mengenai ajaran, sejarah, dan praktik mayoritas umat Muslim yang moderat. Generalisasi semacam itu cenderung didasari oleh prasangka, kurangnya pemahaman, atau agenda politik tertentu, bukan pada bukti yang objektif."
411,"Lah. Si kumaila tk sampai kuliah belajar islam, belajar tafsir, dan hafis. Kurang ilmu apalagi?"
412,"Bisnis paling menguntungkan adalah jualan agama kepada orang-orang bodoh, kalau ingin menguasai orang bodoh, bungkuslah kejahatan dengan kemasan agama. (Ibnu Rusyd-filsuf)"
413,anti fucking  terorist
414,Udah lama murtad 🙏
415,Ade armando standar ganda
416,"Perang 30 tahun, 3G,  dan perang dunia 1 dan 2 itu simbol kasih sayang kah"
417,"Kalau memang ada dalilnya di agama kristen atau kitab kristen, ya termasuk agama perang juga"
418,"She's good and right also.. perbanyak Kumaila di Indonesia.
Ya baca saja at taubah... itu surat seram sekali, sampai gak boleh bismillah di awal surat.
Loh.. kenapa diwahyukan? hahaha"
419,Asumsi.. Njeplak tampa data. Gelar dosen tapi otak dan mulut kaya Kristen... 🤦‍♂️🤦‍♂️🤦‍♂️
420,"Lah. Si kumaila tk sampai kuliah belajar islam, belajar tafsir, dan hafis. Kurang ilmu apalagi?"
421,Tuhan yg bnr selalu menyayangi seluruh umatnya selalu kasih sayang ini malah brutal tetapi akhirnya kita tahu ajaran mana yg penuh dgn kasih sayang.
422,Iya ngejajah negara lain kasih sayang
423,​@@muhammadrifkiridhani874 gaa sadar diri mereka emang bang
424,Penyebaran melalui perang😂
425,"Munafikun2 udah ga laku, pengn muncul lg.. 🤭"
426,Islam mengajarkan darah orang kafir halal tapi darah babi haram ini ajaran aneh😅😅
427,Halal kalau modelan lu
428,"Kejujuran akibat pendidikan yg maju yg sudah di jalani akan menghasilkan kecerdesan bagi pendengarnya,kecuali baalawi"
429,"Setiap agama pasti mengalami masa peperangan contoh nya Islam dalam Quran Yahudi Kristen dalam Alkitab PL(Taurat)tapi peperangan itu pasti memiliki alasan tertentu bukan karna memang karna suka²contoh nya perintah Tuhan Bapa(Yesus) untuk membunuh  bangsa Amalekh termasuk bayi² yang menyusu tentu ada alasan tertentu menurut tafsir karna bangsa Amalekh baik² anak² nya ketika besar akan memerangi bangsa Israel.begitu pula Nabi Muhammad ketika ia baru pertamakali ingin nendakwahkan Islam beliuau di buru dan di mau bunuh oleh tentara Quraish sampai lari ke Habasyah dan Madinah maka beliau perlu untuk menghipun tentara untuk mempertahan kan kepentingan umat muslim baik defend maupun offensife..

Kesimpulannya perang dalam agama itu cuma berlaku pada situasi² tertentu di mana memang genting dan tidak lagi relevan di zaman sekarang kecuali di masa depan mungkin taun 3456 terjadi peristiwa serupa."
430,"Sehalus apapun. bu menjawab pertanyaan bung ade ,, yg pasti agama islsm itu adalah agama yg mengajarkan peramg terhadap diluar islam jadi artinya tidak ada ajaran Kasih seperti manusia membunuh binatang"
431,"Eh ade armandog kenapa kamu ngak murtat saja enakloh bisa makan babi,anjing,kucing,tikus dan nanti di uranos ade armandog bisa mendapatkan 100 istri loh dan oce kaligis saja di dunia istrinya ada 10"
432,Orang t0lol lebih mengedepankan emosi daripada logika
433,Katolik dan prostestant perang 30 tahun be like dieropa
434,Sunni syiah sampai sekarang masih ga akur. Be like
435,"Wkwkwk katolik dan protestan perang sdh damai, sedangkan kalian sama Syi'ah sampe sekarang saling membenci😂😂😂"
436,@wanbram984  karena syiah bukan Islam Bree mereka syiah mirip oten mereka menuduh sahabat nabi (Ali) sebagai toehan
437,"@@gustiekadarmajaya2300 oneness, tritunggal, Unitarian, Masih saling klaim Dan cakar cakaran belike"
438,@@TriuneNightmaresApocalypse berarti bukan agama kasih. Syiah suni masih cakar cakaran juga sampai hari ini.
439,"Baru tahu ternyata mbak Kumaila seorang yg sudah pernah menikah dan bercerai di tahun 2020, apakah mbak kumaila mempunyai anak dari pernikahan tersebut? Kl tdk ada, mau dong akiu 😊😊😊"
440,"Tanpa perang islam akan mendominasi eropa. 
Cukup dengan dakwah dan media. 
Bule, negro, amerika/ eropa berbondong masuk islam."
441,",yg tonton tayangan ini sebaiknya menggunakan LOGIKA ,jika TIDAK menggunakan LOGIKA sebaiknya SKIP SJ,,
Cokro TV,,tidak ada hukum di dunia ini seperti yg TUHAN Yesus ajarkan yakni JIKA PIPI KIRIMU DI TAMPAR,Berikan PULA PIPI KANAN MU,,TDK ADA HUKUM  Di DUNIA INI YG SETARA DGN ITU,,
Jika ada, maka hukum di Indonesia akan berbunyi"" jika rakyat/golongan /individu Indonesia yg korupsi seberapa besarpun ampunilah/maafkanlah dia dan bebaskanlah dia""
Emang ada?😂😂😂😂"
442,"Setelah di teliti selama 30th
Ternyata sosok nabi Muhammad tak pernah ada
Dan tak Ter bantah kan"
443,"Jujur kalian berdua,tapi SAYANG SDH tahu ITU SALAH kno tak ikut Kristen saja ?SEMOGA ROH KUDUS menjamah kalian TYM AMIN"
444,"ALASA YG DLM DISKUSI INI TDK BENAR KARENA DI BUAT2 UNTUK PEMBENAARAN.PENYEBARAN DILAKUKAN DENGAN PAKSAAN,BUKAN SBG PEMBELAAN DIRI .NYATA BAHWA SI ADE ARMANDO MENJADI BODOH DAN MEMUTAR BALIKKAN KENYATAAN SEHINGGA SI ADE ARMANDO BERHASIL FDIDIKAN BODOH SI EANITA ITU SEHINGGA MEMBENARKAN PAMBENARAN YG MENGATAKAN BAHWA MEREKALA YG DISERANG,BUKAN MENYERANG MEMAKSAKAN ORANG YG HENDAK DI ISLAMKAN. BAGAIMANA PASUKAN MUHAMMAD DIBIAYAI? SEJARAH MENGATAKAN MELALUI PENYAMUNAN DAN PETAMPASAN HARTA KALIFAH PEDAGANG.MAKA PERAMPOKAN BIBENARKAN,DEMI PENYEBARAN ISLAM.PERTANYAAN: ""APAKAH SEORANG PANDAI JADI BODOH BILA SUDAH BERSINGGUNGAN DENGAN AJARAN ISLAM."""
