author,published_at,comment,like,en_comment
@indah-n9,2024-12-04T22:35:39Z,ikn zedakn dulu masih banyak provnsi perlu sarpras perairn tanggul longsorgunung merapi dll,0,lets get started first there are still many provinces that need water infrastructure landslidemountain embankments etc
@ibnuhajar594,2024-12-04T22:17:50Z,bagus ahy,0,good morning
@sarahfathianindhita1347,2024-12-04T16:51:30Z,ahy sangat nurut jokowi seluruh ketum partai pun sangat takut sama jokowi semua mimpin indonesia maju didapetnya ga halal tinggal nunggu remuk betul kata prabowo indonesia bibar,0,ahy is very obeying of jokowi all the party chairmans are very afraid of jokowi all of them lead indonesia to progress it is not legal to get it just wait for it to be crushed says prabowo indonesia talking
@andrie3179,2024-12-04T14:36:42Z,nex ri,0,nex ri
@ginjengsuparyanto385,2024-12-04T13:18:01Z,cerdastegasberwibawapantas jadi wapres,0,smartfirmauthoritativedeserves to be vice president
@jokoprabowo_learning8373,2024-12-04T12:52:09Z,tanya sama yusuf mansyur darimana duit nya,0,ask yusuf mansyur where does the money come from
@DaeDadamondoMondo,2024-12-04T12:46:34Z,benar yaitu tanah negara,0,true namely state land
@massupri5810,2024-12-04T12:43:07Z,tuntaskan nusantara sebagai bapak bangsa dan jakarta sebagai ibu bangsanusantara tempat memimpin jakarta tempat pasar global,0,complete nusantara as the father of the nation and jakarta as the mother of the nation nusantara as a place to lead jakarta as a place for the global market
@ipah.9suhaeni129,2024-12-04T12:41:58Z,ahy dn gibran calon yg top dah,0,ahy and gibran are top candidates
@kucinggarong9585,2024-12-04T12:29:59Z,ahysiiiiiplanjut salam nkri,0,ahyseeipcontinue greetings nkri
@PetrusAtawolo-io1pd,2024-12-04T12:14:33Z,pa ahy kader muda profesional tingkat kredibilitasmu tuk masa depan indonesia yg lebih ber jaya dan rakyat sejahterakami indonesia timur pasti dukung thn w salam sukses pa mantri,0,sir you are a young professional cadre your level of credibility is for the future of indonesia which is more glorious and the people are prosperous we in eastern indonesia will definitely support you in w greetings of success sir minister
@SamsudinSamsudinkw,2024-12-04T12:03:01Z,s p k k mm soleh pintar kaya keren masih muda cerdas,0,s p k k mm pious smart rich cool still young intelligent
@Yayat-e5m,2024-12-04T11:59:25Z,wow lurbiasa ini progam ya dan tegas,0,wow this program is extraordinary and firm
@MuhammadAli-kl6nw,2024-12-04T11:50:22Z,sebelum dapat jabatan semua program jokowi salah setelah dapat jabatan jadi mentri kok bagus semuamentri yang amnesia,0,before he got the position all of jokowis programs were wrong after he got the position as a minister everything was good the minister with amnesia
@untungsuprijono,2024-12-04T11:44:37Z,ikn gak bakalan selesai lima tahun pemerintahan prabowo gibran,0,ikn will not be completed in five years of prabowo gibrans government
@AhmadRoyadi-x1k,2024-12-04T11:40:26Z,pa mentri tolong dong saya tidak mampu bayar angsuran kredit btn saya punya tunggakan rp rumah saya ingin di lelang sama btn tolong pa mentri tolong,0,minister please help me i cant afford to pay my btn credit installments i have arrears of rp my house wants to be auctioned by btn please minister please
@gunadisujana6287,2024-12-04T11:30:00Z,biarkan aja iknjadikan wisata horor buka loket untuk karcis,0,just leave the icon make it a horror tourism site open a ticket counter
@nyomanjarnita5238,2024-12-04T11:13:06Z,ahy memang cerdas terlihat dr cara bicaranya beda jauh sm yg suka pencitraan,0,ahy he is indeed intelligent it can be seen from the way he speaks very different from those who like to create an image
@ponimin-y9g,2024-12-04T11:06:33Z,ahy lebih mantap dari sby mantap ahy,0,ahy is more steady than sby ahy is steady
@azamazam7703,2024-12-04T10:53:56Z,enak liat gaya bicaranya ga takut sama wartawan adayg takut ditanya,0,its nice to see his speaking style hes not afraid of journalists there are those who are afraid of being asked questions
@MegaLenny-p1n,2024-12-04T10:49:56Z,moga mas matri sllu sehat mengban tugas negara amin,0,may mr matri always be healthy in carrying out his national duties amen
@IstigfarAstagfirullah,2024-12-04T10:48:43Z,semoga pak ahy seperti bapanya pak sby mensejahtrakan rakyat,0,may pak ahy like his father pak sby prosper the people
@WoroHidayati,2024-12-04T10:40:25Z,mas ahy memang cerdas wibawa dan rendah hati sukses dan berkah mas,0,mas ahy indeed intelligent authoritative and humble success and blessings mas
@rosyidinirfan188,2024-12-04T10:39:24Z,semua udah diputuskan udah di takdirkan kabinet hrs bersatu jngn dibedakan semua baik asal tanggung jawa tugas masing masing manusia punya kelebihan dan kekurangan masingtakdir nasib tidsk bisa bilang pantas ga pantassiapapun kali sudah ditentukan jd apapun tetap pantas,0,everything has been decided it has been destined the cabinet must unite dont differentiate everything is good as long as you are responsible for your respective tasks each person has their own strengths and weaknesses destiny and fate cannot say whether someone is worthy or not whoever they are it has been determined so whatever they do is still worthy
@edysuherman1658,2024-12-04T10:37:16Z,ikn tetap harus dilanjutkan dengan bijaksana dan tanpa ada pemaksaan toh programnya sampai tahun,0,ikn must continue wisely and without coercion after all the program is until
@Lina2024-y7l,2024-12-04T10:27:54Z,alhmdullah gak salah pilih bpk persiden ya allah jt akan di lunaskan selmat sukses selalu amin,0,alhamdulillah i made the right choice mr president oh god the million will be paid off congratulations and continued success amen
@rudyganes3819,2024-12-04T10:01:12Z,kemiskinan dmn pak pengangguran jg,0,poverty where sir unemployment too
@kaharsulaiman7907,2024-12-04T09:02:31Z,mas ahy sdh berdiri ditempat yg tepat,0,mas ahy is standing in the right place
@arifinarifin9768,2024-12-04T08:46:09Z,masih pintar gibran,0,still smart gibran
@gatotsubagyobsc1391,2024-12-04T07:42:11Z,males dengerin orgbicara ikn ditengah hiruk pikuk pilkada dan kondisi ekonomi masyyg mecekik leher,0,im tired of listening to people talking about the ikn amidst the hustle and bustle of the regional elections and the economic conditions of the people that are strangling our necks
@tjongjong6652,2024-12-04T07:37:04Z,teori mah pinter,0,theory so clever
@AhyadiAhyadi-r9p,2024-12-04T07:11:59Z,ahy is the best than gibran fufufafa ahy pantas sebagai wapres ketimbang samsul fufufafa,0,ahy is the best than gibran fufufafa ahy deserves to be vice president rather than samsul fufufafa
@rakiman1960,2024-12-04T06:48:41Z,klo yang di undang pa wapres kira bisa seperti pa ahy memberikan jawaban jelas dan gamblang,0,if the vice president were to invite him would he be able to provide clear and direct answers like mr ahy
@nkrihargamati3632,2024-12-04T05:39:58Z,menko hahaha awas ada hambalang ke,0,coordinating minister hahaha watch out theres a nd hambalang
@pendirudi4183,2024-12-04T05:32:56Z,betul pak ahy rakyt butuh kejahteraan bukn politik terus,0,thats right mr ahy the people need prosperity not politics
@R.GunartoPriharjo,2024-12-04T04:28:01Z,terima kasihmas ketum sudah punya kursi yang ora umum,0,thank youmr ketum already has a chair that is not public
@markusli9827,2024-12-04T04:11:25Z,semoga pak ahy terus belajar sehingga tahun ke depan bisa menjadi org ri,0,hopefully mr ahy will continue to learn so that in the next years he can become an indonesian citizen
@kujangsinarofficial,2024-12-04T03:17:17Z,poitnnya gk ada cuma berteletele penjelasannya,0,theres no point just a longwinded explanation
@RoyAndika-fv7sx,2024-12-04T02:55:21Z,banyak yg lebih urgent,0,there are many things that are more urgent
@sugiyatnoyatno2626,2024-12-04T02:21:06Z,klo ikn gimanatu tucalon manfkra jadi rumah hantu kaya hambalang proyek sby tidak di teruskan jokowi ini proyek jokoei juga tudak di teruska prabowo apalagi ini dana yg luar biasa perencanaan instan mana mungkin peneritahan skbg meneruskan uang dari mana apbn aja devisit t sedangkan jikowi banyak proyek ugalugalan dan numpuk utang oun tudak menyentu hambalang,0,what about iknthe candidate will become a haunted house like hambalang jokowi did not continue the sby project prabowo did not continue this jokowi project let alone this extraordinary fund instant planning how is it possible for the current government to continue the money where does the apbn alone have a deficit of t while jokowi has many reckless projects and piles up debts he doesnt even touch hambalang
@Yogiprama-t5c,2024-12-04T02:15:41Z,pak sby berhasil menaikkan pertumbuhan ekonomi walau kerjakeras beliau dihalang halangi masyarakat indonesia dan parpol jahat dan pak prabowo harus bisa dan seharusnya mudah menaikkan pertumbuhan ekonomi karena sepertinya halangannya tidak ada atau sedikit,1,mr sby managed to increase economic growth by even though his hard work was obstructed by the indonesian people and evil political parties and mr prabowo should be able and should be able to easily increase economic growth because it seems like there are no obstacles or few
@suryaapati5702,2024-12-04T02:11:16Z,omon omon omon doang jika ada jokowi tak munkin sesuatu berjalsn lancar,0,omon omon omon only if jokowi is here it is impossible for anything to run smoothly
@ramlanSitanggang-j6j,2024-12-04T01:51:29Z,ikn mangkrak hambalang ke,0,ikn stalled hambalang
@muhammadkastur4307,2024-12-04T01:38:50Z,ngapain bangun ikn yg di saat apbn dlm keadaan bonyok dan yg jelas ikn itu kurang manfaat lebih baik membangun kampong haji yg jelas kampong haji jelas untung lagian dana haji yg dananya ratusan trilyun di manfaatkan untuk kepentingan haji dan umroh,0,why build the ikn when the apbn is in a state of disrepair and it is clear that the ikn is less useful it is better to build a hajj village which is clearly a hajj village that is clearly profitable moreover the hajj funds which amount to hundreds of trillions are used for the interests of the hajj and umrah
@yogayogi4720,2024-12-04T01:35:21Z,iya yalain dulu lain sekarangdulu oposisi sekarang menteri,0,yes yes it used to be different now its different it used to be the opposition now its a minister
@anjarsusilo205,2024-12-04T01:34:28Z,ikn maju terus dan berkelanjutan sangat bagus tuk mendongkrak perekonomian indonesia aamiin smg terwujut,0,ikn keep moving forward and sustainable very good to boost the indonesian economy amen may it come true
@simonu31untailawan24,2024-12-04T01:15:22Z,jelas dan tegas ahy,0,clear and firm ahy
@kadeksuartana231,2024-12-04T01:03:45Z,jadi inget dulu dia ngeritik keras ikn,0,so i remember him criticizing ikn so harshly
@YuniMujayani,2024-12-03T23:27:14Z,semoga bermanfaat amin,0,hopefully it is useful amen
@rinaariyantis.pd.80,2024-12-03T22:59:55Z,lah terlanjur dibangun masa mau dibiarkan dana sdh triliunan lanjutkan dong,0,well its already been built how can we just leave it the funds are already in the trillions lets continue
@AryaMuhamad-qw7xc,2024-12-03T22:50:08Z,kalo pidato pak menko ahaye adem di dengernya enak lo,0,if mr menko ahayes speech is cool its good to listen to
@ZeinAhmad-yk4if,2024-12-03T22:14:10Z,ikn mangkrak tangkap jokowi cs minta pertanggung jawabannya,0,ikn stalled arrest jokowi and friends demand accountability
@y17vivo7,2024-12-03T22:06:08Z,saya sangat mndukung ahyutk bs memimpin negri ini kedepan gibran no,0,i really support ahy for bs to lead this country in the futuregibran no
@Dewikikisuci,2024-12-03T17:10:48Z,tanggung jawab dan jiwa mas ahy tidak diragukan lagi ketegasan nya membangun negeri ini dalam suatu perubahan sangat dijunjung tinggi walaupun ada banyak sektor yang masih terkendala alhamdulillah pengganti bapak susilo bambang yudhoyonocerdastanggap cermat dll,0,the responsibility and soul of mr ahy are not in doubt his firmness in building this country in a change is highly respected even though there are many sectors that are still constrained alhamdulillah the replacement for mr susilo bambang yudhoyono smart responsive etc
@ArnilTola-qy7iw,2024-12-03T16:47:02Z,mau nambah utang lagi ya pak lanjutin ikn,0,do you want to add more debt sir continue with ikn
@ILoveBaniAlawiyyin,2024-12-03T16:42:22Z,ini lbih ok jawabannya dr pada fufufafa,0,this is a better answer than fufufafa
@wasiti2671,2024-12-03T16:05:06Z,bpk prabowo dan bpk jokowi adalah bpk perubahan dan pembangunan negara indonesiaalhamdulillah akhirnya negata kita bisa bebas dari kepemimpinan pdip,0,mr prabowo and mr jokowi are the fathers of change and development of the indonesian nation thank god finally our country can be free from the leadership of the pdip
@zargawimubarik8380,2024-12-03T15:57:14Z,inds maju utang,0,inds forward debt
@HajiUblik-pt6lw,2024-12-03T15:46:27Z,begitu hebatnya penjelasan yang disampaikan tapi yang kami sebagai rakyat lapisan menengah ke bawah ingin lihat dan rasakan adalah bukti nyata dari perubahan yang baik bukan sekedar janji,0,the explanation given is so great but what we as lower middle class people want to see and feel is real evidence of good change not just promises
@amranspkp4058,2024-12-03T15:45:05Z,beliau ini menurut ilmu yg saya miliki berpotensi besar untuk jadi orang nomor di nkri ini sebelum ber umur thn dilihat dari segala hal insya allah,0,according to the knowledge i have he has great potential to become the number person in the republic of indonesia before he is years old judging from all things god willing
@umarnurfadillah,2024-12-03T15:32:55Z,ikn bangkruttt,0,ikn bankrupt
@PanduwijayaSuardi,2024-12-03T15:16:38Z,kl mnrut aku coba ahy aja jdi wakil nya pak prabowo bru mantap,0,in my opinion try making ahy mr prabowos deputy bro that would be great
@Sulaiman-e4u,2024-12-03T15:15:08Z,hantu hambalang mulai gentayangan rakyat lebih sehat memilih pemimpin dgn pemain,0,the ghost of hambalang is starting to wander the people are healthier electing leaders with players
@sriwidyastuti3819,2024-12-03T15:13:23Z,ikn itu steb by steb jd ada keseimbangan,0,ikn does it step by step so there is balance
@dodisupriyadi2776,2024-12-03T15:12:38Z,yang cocok wakil prabowo ahy calon pemimpin masa depan di padang kan sugiono lengkap sudah bangsa ini akan maju untuk masa depan,0,the right one is prabowos deputy ahy the future leader candidate in padang sugiono this nation will advance for the future
